order_id,customer_id,product,quantity,unit_price,total_amount,order_date,status,discount_percent,sales_rep
2543,589,Maintenance,24,969.48,23267.52,2022-04-25,pending,0,Rep40
2544,441,Software License,18,864.41,14003.44,2023-07-01,delivered,10,Rep32
2545,678,Support,33,813.21,25494.13,2022-10-30,cancelled,5,Rep3
2546,293,Maintenance,72,963.02,62403.7,2022-11-23,shipped,10,Rep22
2547,527,Software License,16,561.86,8989.76,2022-08-19,cancelled,0,Rep46
2548,610,Training,45,632.96,27059.04,2023-07-16,cancelled,5,Rep19
2549,781,Support,51,980.55,47507.65,2022-10-17,processing,5,Rep39
2550,380,Consulting,16,498.39,7974.24,2023-12-04,delivered,0,Rep21
2551,418,Training,2,242.39,484.78,2023-12-18,delivered,0,Rep27
2552,318,Hardware,55,40.18,1988.91,2022-05-23,pending,10,Rep29
2553,158,Training,52,25.88,1211.18,2023-10-18,processing,10,Rep5
2554,517,Support,4,80.3,321.2,2023-01-10,processing,0,Rep5
2555,236,Maintenance,93,638.46,50470.26,2023-03-28,pending,15,Rep32
2556,324,Training,7,353.39,1978.98,2022-04-07,delivered,20,Rep4
2557,133,Consulting,33,309.2,9693.42,2023-01-18,processing,5,Rep38
2558,315,Training,73,272.69,17915.73,2022-12-01,delivered,10,Rep47
2559,219,Software License,88,813.53,57272.51,2023-01-10,delivered,20,Rep4
2560,741,Training,16,576.94,7384.83,2022-11-23,pending,20,Rep41
2561,545,Training,56,964.78,45923.53,2023-08-13,shipped,15,Rep38
2562,440,Support,50,886.32,42100.2,2022-08-08,cancelled,5,Rep13
2563,731,Hardware,64,271.2,14753.28,2022-11-27,cancelled,15,Rep26
2564,978,Software License,48,689.8,31454.88,2023-07-15,pending,5,Rep16
2565,490,Training,94,97.82,8735.33,2023-12-12,shipped,5,Rep1
2566,103,Hardware,24,172.3,3721.68,2023-10-20,cancelled,10,Rep28
2567,248,Consulting,25,851.81,17036.2,2023-05-16,processing,20,Rep45
2568,218,Maintenance,18,218.23,3535.33,2023-05-06,delivered,10,Rep17
2569,191,Hardware,18,328.94,5032.78,2022-02-10,processing,15,Rep30
2570,633,Hardware,84,194.96,13920.14,2023-01-21,processing,15,Rep31
2571,637,Maintenance,21,231.6,4377.24,2022-08-31,cancelled,10,Rep42
2572,48,Consulting,31,689.15,17090.92,2022-05-25,pending,20,Rep7
2573,706,Software License,9,429.05,3668.38,2022-09-15,processing,5,Rep49
2574,529,Support,38,146.92,4745.52,2022-06-29,shipped,15,Rep43
2575,620,Hardware,68,157.86,10734.48,2022-03-14,cancelled,0,Rep44
2576,340,Support,11,334.97,3316.2,2023-05-10,shipped,10,Rep9
2577,59,Training,42,442.05,14852.88,2023-02-03,cancelled,20,Rep5
2578,565,Consulting,16,39.16,563.9,2022-07-26,delivered,10,Rep16
2579,690,Consulting,24,775.72,17686.42,2022-08-07,delivered,5,Rep9
2580,461,Training,60,226.16,11534.16,2023-05-20,pending,15,Rep47
2581,717,Software License,51,407.79,17677.7,2023-06-03,shipped,15,Rep2
2582,4,Consulting,72,367.89,22514.87,2023-03-30,processing,15,Rep3
2583,630,Support,22,627.67,13118.3,2022-12-10,shipped,5,Rep41
2584,87,Maintenance,5,643.91,3219.55,2022-10-22,shipped,0,Rep9
2585,277,Software License,87,651.52,48179.9,2023-05-23,delivered,15,Rep49
2586,519,Consulting,55,458.91,22716.05,2023-01-11,processing,10,Rep37
2587,863,Training,21,23.66,472.02,2022-01-03,pending,5,Rep46
2588,196,Hardware,85,982.29,75145.18,2023-02-19,delivered,10,Rep27
2589,290,Hardware,58,274.59,13537.29,2022-03-14,cancelled,15,Rep42
2590,214,Software License,67,926.06,49636.82,2023-08-24,cancelled,20,Rep44
2591,767,Hardware,70,710.99,49769.3,2023-05-12,cancelled,0,Rep17
2592,936,Maintenance,65,432.98,22514.96,2023-09-06,cancelled,20,Rep21
2593,15,Support,77,705.18,51583.92,2022-11-18,processing,5,Rep27
2594,304,Consulting,17,140.47,1910.39,2023-03-23,processing,20,Rep17
2595,104,Consulting,13,165.38,1719.95,2023-01-26,cancelled,20,Rep46
2596,825,Maintenance,10,663.93,5975.37,2023-07-01,pending,10,Rep40
2597,576,Support,30,258.96,7768.8,2022-10-23,pending,0,Rep12
2598,462,Training,95,702.02,63357.3,2023-12-03,processing,5,Rep13
2599,996,Hardware,91,916.27,75042.51,2023-08-29,delivered,10,Rep12
2600,166,Support,51,717.98,31124.43,2023-10-15,cancelled,15,Rep5
2601,793,Hardware,68,149.93,9685.48,2023-06-10,processing,5,Rep29
2602,659,Hardware,84,488.25,32810.4,2023-06-23,shipped,20,Rep19
2603,398,Hardware,7,390.58,2597.36,2022-03-11,pending,5,Rep45
2604,590,Maintenance,48,406.81,15621.5,2022-09-19,delivered,20,Rep39
2605,996,Support,51,34.26,1397.81,2023-07-04,shipped,20,Rep28
2606,455,Hardware,35,571.7,19009.02,2023-12-05,delivered,5,Rep44
2607,248,Software License,80,859.5,65322.0,2023-07-09,delivered,5,Rep13
2608,824,Software License,7,841.02,4709.71,2023-02-09,pending,20,Rep10
2609,86,Training,52,141.08,6235.74,2023-03-04,pending,15,Rep21
2610,923,Support,94,455.12,36364.09,2022-12-31,cancelled,15,Rep18
2611,512,Maintenance,67,947.55,57137.26,2022-12-05,shipped,10,Rep49
2612,910,Training,46,108.88,4507.63,2023-01-03,processing,10,Rep31
2613,282,Software License,1,61.78,52.51,2023-03-18,cancelled,15,Rep22
2614,806,Training,68,857.28,58295.04,2023-06-18,shipped,0,Rep23
2615,425,Training,46,262.8,11484.36,2022-03-15,pending,5,Rep12
2616,883,Support,34,78.02,2122.14,2022-09-20,cancelled,20,Rep40
2617,956,Support,1,152.28,144.67,2023-04-29,processing,5,Rep34
2618,935,Hardware,55,26.82,1327.59,2023-02-21,processing,10,Rep31
2619,748,Software License,58,29.68,1463.22,2022-02-12,processing,15,Rep13
2620,904,Hardware,39,811.79,30076.82,2022-02-16,shipped,5,Rep14
2621,659,Training,8,181.62,1452.96,2023-06-09,shipped,0,Rep35
2622,754,Hardware,29,40.09,1046.35,2023-09-19,cancelled,10,Rep48
2623,218,Support,86,582.6,42588.06,2022-03-12,cancelled,15,Rep41
2624,844,Hardware,61,600.41,31131.26,2022-03-09,cancelled,15,Rep9
2625,345,Consulting,72,276.04,17887.39,2022-10-07,processing,10,Rep25
2626,277,Hardware,2,305.84,519.93,2023-09-17,pending,15,Rep14
2627,772,Training,97,694.39,53884.66,2022-12-29,shipped,20,Rep1
2628,330,Training,82,642.77,42165.71,2023-08-10,processing,20,Rep17
2629,20,Support,75,830.1,62257.5,2023-11-25,cancelled,0,Rep9
2630,443,Software License,22,720.05,14256.99,2023-11-05,shipped,10,Rep10
2631,893,Software License,30,969.75,23274.0,2023-10-29,shipped,20,Rep39
2632,341,Hardware,36,614.42,18801.25,2022-05-24,pending,15,Rep13
2633,158,Software License,30,105.41,2687.95,2022-11-16,delivered,15,Rep31
2634,546,Training,59,368.95,21768.05,2022-10-20,shipped,0,Rep43
2635,69,Hardware,55,740.44,38687.99,2022-11-13,cancelled,5,Rep13
2636,513,Hardware,97,726.67,63438.29,2022-01-04,cancelled,10,Rep42
2637,895,Training,90,519.16,46724.4,2023-06-17,shipped,0,Rep37
2638,163,Consulting,83,768.79,54238.13,2023-03-07,processing,15,Rep2
2639,370,Maintenance,71,382.98,24472.42,2023-10-21,cancelled,10,Rep11
2640,431,Training,38,928.81,35294.78,2023-04-16,processing,0,Rep29
2641,717,Software License,50,408.83,19419.42,2022-07-17,cancelled,5,Rep43
2642,937,Maintenance,12,377.82,4533.84,2023-10-20,cancelled,0,Rep30
2643,513,Consulting,38,781.15,26715.33,2023-07-08,delivered,10,Rep22
2644,320,Training,80,553.27,37622.36,2023-07-31,pending,15,Rep10
2645,137,Training,93,152.97,14226.21,2022-08-30,delivered,0,Rep29
2646,515,Hardware,4,980.89,3727.38,2023-10-02,processing,5,Rep31
2647,848,Hardware,8,45.55,327.96,2023-11-27,delivered,10,Rep18
2648,643,Maintenance,58,65.07,3396.65,2023-07-10,cancelled,10,Rep30
2649,595,Support,91,266.9,20644.71,2023-04-03,delivered,15,Rep32
2650,322,Consulting,76,529.58,32198.46,2022-11-18,cancelled,20,Rep40
2651,41,Training,96,218.03,20930.88,2023-12-03,cancelled,0,Rep23
2652,67,Support,64,606.5,31052.8,2023-08-21,cancelled,20,Rep20
2653,523,Hardware,98,715.09,66574.88,2023-01-14,delivered,5,Rep26
2654,216,Hardware,34,554.99,16039.21,2023-07-18,delivered,15,Rep14
2655,24,Consulting,3,688.4,2065.2,2023-06-22,delivered,0,Rep10
2656,608,Training,88,117.69,8285.38,2022-09-01,pending,20,Rep2
2657,871,Support,95,97.33,9246.35,2023-10-10,cancelled,0,Rep10
2658,663,Hardware,67,647.14,34686.7,2023-08-04,pending,20,Rep50
2659,836,Software License,84,829.24,59207.74,2022-05-18,pending,15,Rep25
2660,38,Software License,7,460.13,3059.86,2023-09-03,processing,5,Rep31
2661,604,Hardware,19,393.75,7107.19,2022-05-31,cancelled,5,Rep15
2662,928,Maintenance,66,666.13,39568.12,2022-10-09,delivered,10,Rep39
2663,944,Software License,32,716.71,19494.51,2023-04-11,pending,15,Rep32
2664,472,Hardware,79,419.63,31493.23,2022-12-02,cancelled,5,Rep13
2665,363,Maintenance,58,23.14,1140.8,2022-12-13,delivered,15,Rep16
2666,785,Consulting,85,899.81,76483.85,2022-04-14,processing,0,Rep21
2667,349,Maintenance,6,684.53,3491.1,2022-12-04,shipped,15,Rep44
2668,367,Consulting,83,102.68,6817.95,2022-02-03,delivered,20,Rep39
2669,899,Maintenance,29,521.41,13608.8,2023-11-23,shipped,10,Rep3
2670,377,Hardware,69,217.14,13484.39,2022-11-15,pending,10,Rep5
2671,910,Training,7,654.89,4355.02,2022-11-12,pending,5,Rep15
2672,813,Support,7,206.47,1228.5,2023-10-26,cancelled,15,Rep8
2673,643,Training,100,538.48,53848.0,2022-11-29,pending,0,Rep38
2674,449,Training,80,451.94,34347.44,2023-10-17,pending,5,Rep15
2675,997,Support,100,631.29,53659.65,2023-10-17,shipped,15,Rep33
2676,270,Training,61,578.76,35304.36,2022-10-26,shipped,0,Rep49
2677,840,Training,93,857.66,79762.38,2022-08-26,shipped,0,Rep5
2678,224,Consulting,79,326.11,21898.29,2023-03-19,processing,15,Rep33
2679,214,Software License,46,586.47,24279.86,2023-11-09,delivered,10,Rep29
2680,940,Consulting,77,910.91,59619.06,2023-12-25,processing,15,Rep15
2681,522,Training,72,776.28,55892.16,2022-04-17,processing,0,Rep9
2682,850,Software License,43,563.62,23023.88,2023-08-02,shipped,5,Rep15
2683,180,Support,12,382.16,4585.92,2022-08-21,shipped,0,Rep36
2684,642,Maintenance,33,542.17,15207.87,2022-12-22,cancelled,15,Rep25
2685,970,Training,27,306.89,7043.13,2022-01-25,delivered,15,Rep46
2686,399,Consulting,94,131.11,11091.91,2022-09-18,cancelled,10,Rep35
2687,666,Software License,81,492.19,39867.39,2022-10-18,cancelled,0,Rep28
2688,453,Software License,44,23.0,961.4,2022-03-07,processing,5,Rep5
2689,681,Software License,52,568.9,26624.52,2023-06-10,pending,10,Rep7
2690,807,Support,36,670.97,24154.92,2022-08-22,delivered,0,Rep46
2691,262,Hardware,27,697.05,16938.31,2023-08-28,delivered,10,Rep2
2692,606,Maintenance,17,540.65,8731.5,2022-05-12,shipped,5,Rep13
2693,832,Consulting,55,962.13,52917.15,2022-01-30,shipped,0,Rep37
2694,600,Training,91,820.98,59767.34,2023-10-24,pending,20,Rep13
2695,387,Training,59,131.88,6613.78,2023-03-02,delivered,15,Rep27
2696,976,Software License,1,148.15,125.93,2023-03-22,shipped,15,Rep16
2697,179,Software License,18,795.5,13603.05,2022-10-12,processing,5,Rep44
2698,226,Support,79,592.5,46807.5,2023-12-17,pending,0,Rep14
2699,996,Training,71,228.5,13789.98,2023-03-25,delivered,15,Rep23
2700,759,Software License,13,479.61,4987.94,2023-09-25,delivered,20,Rep5
2701,154,Maintenance,39,283.32,11049.48,2022-12-02,delivered,0,Rep18
2702,28,Hardware,22,219.18,4821.96,2022-10-28,shipped,0,Rep30
2703,872,Training,47,439.94,19643.32,2022-11-08,shipped,5,Rep25
2704,113,Hardware,50,253.87,10789.48,2022-02-23,processing,15,Rep14
2705,582,Hardware,97,363.14,28179.66,2022-03-10,delivered,20,Rep41
2706,365,Hardware,98,166.37,13858.62,2022-12-09,processing,15,Rep44
2707,385,Support,12,305.64,3667.68,2023-03-26,pending,0,Rep14
2708,332,Software License,23,745.52,15432.26,2023-07-15,shipped,10,Rep5
2709,852,Support,100,295.66,23652.8,2022-08-02,shipped,20,Rep26
2710,145,Consulting,69,911.5,50314.8,2023-05-08,processing,20,Rep1
2711,481,Consulting,30,75.44,2036.88,2022-11-04,shipped,10,Rep25
2712,86,Support,88,487.38,40744.97,2023-12-14,cancelled,5,Rep10
2713,96,Software License,34,699.72,20221.91,2023-01-02,cancelled,15,Rep34
2714,478,Hardware,41,221.52,9082.32,2023-06-14,processing,0,Rep19
2715,598,Support,37,251.42,7907.16,2022-01-15,delivered,15,Rep28
2716,527,Consulting,7,701.38,3927.73,2022-04-08,shipped,20,Rep4
2717,103,Maintenance,90,540.55,48649.5,2022-03-03,processing,0,Rep20
2718,597,Software License,42,101.18,3824.6,2022-07-31,pending,10,Rep15
2719,493,Hardware,53,179.12,9493.36,2023-03-20,pending,0,Rep32
2720,80,Hardware,59,106.34,5332.95,2023-07-16,cancelled,15,Rep41
2721,328,Training,39,137.59,5366.01,2023-06-22,delivered,0,Rep27
2722,562,Maintenance,1,151.36,121.09,2023-10-20,delivered,20,Rep43
2723,251,Maintenance,10,378.56,3596.32,2022-07-22,shipped,5,Rep46
2724,13,Training,5,62.27,311.35,2022-07-20,processing,0,Rep12
2725,443,Support,83,694.47,57641.01,2023-05-30,shipped,0,Rep44
2726,938,Consulting,22,295.42,6499.24,2022-12-01,pending,0,Rep19
2727,28,Training,53,485.6,23163.12,2022-06-07,pending,10,Rep5
2728,328,Maintenance,76,570.73,43375.48,2022-09-20,pending,0,Rep26
2729,915,Consulting,27,850.32,21810.71,2023-03-11,cancelled,5,Rep9
2730,874,Consulting,36,46.98,1606.72,2022-05-19,shipped,5,Rep38
2731,189,Maintenance,23,56.72,1239.33,2022-05-14,delivered,5,Rep42
2732,98,Maintenance,95,617.81,58691.95,2022-01-29,pending,0,Rep8
2733,263,Hardware,40,216.99,8679.6,2022-08-01,cancelled,0,Rep13
2734,658,Consulting,47,189.72,8916.84,2022-08-22,delivered,0,Rep14
2735,250,Maintenance,77,261.62,18130.27,2022-06-12,delivered,10,Rep22
2736,222,Support,24,505.59,10920.74,2022-05-10,shipped,10,Rep40
2737,439,Software License,23,271.07,5299.42,2023-03-30,cancelled,15,Rep28
2738,275,Consulting,96,63.96,5526.14,2022-07-17,cancelled,10,Rep16
2739,769,Training,82,673.32,49691.02,2023-03-24,processing,10,Rep43
2740,564,Maintenance,81,366.92,25262.44,2023-08-10,cancelled,15,Rep15
2741,415,Software License,43,691.47,25273.23,2022-12-31,delivered,15,Rep24
2742,577,Software License,35,493.05,16393.91,2022-12-07,delivered,5,Rep24
2743,894,Maintenance,66,69.97,3925.32,2022-09-10,delivered,15,Rep20
2744,273,Training,48,226.98,8716.03,2022-04-18,delivered,20,Rep45
2745,164,Support,57,779.68,37775.5,2023-01-15,shipped,15,Rep28
2746,683,Consulting,44,216.29,8089.25,2022-11-22,cancelled,15,Rep9
2747,902,Hardware,71,889.34,59985.98,2023-10-12,processing,5,Rep19
2748,899,Maintenance,97,989.99,76823.22,2022-07-27,delivered,20,Rep10
2749,106,Support,61,90.98,4717.31,2022-11-01,delivered,15,Rep13
2750,561,Consulting,42,278.74,9951.02,2023-10-03,shipped,15,Rep36
2751,513,Maintenance,55,253.89,13963.95,2022-12-03,cancelled,0,Rep27
2752,403,Maintenance,69,155.64,9128.29,2022-04-14,cancelled,15,Rep38
2753,243,Hardware,78,754.53,58853.34,2023-10-17,cancelled,0,Rep27
2754,363,Consulting,87,946.88,82378.56,2022-04-09,pending,0,Rep26
2755,672,Consulting,89,467.29,39509.37,2023-06-12,pending,5,Rep2
2756,826,Consulting,61,139.49,7232.56,2023-05-25,pending,15,Rep45
2757,794,Software License,13,281.13,3106.49,2022-06-20,cancelled,15,Rep31
2758,926,Maintenance,3,560.37,1428.94,2023-07-22,processing,15,Rep47
2759,588,Consulting,16,140.5,2023.2,2022-10-09,pending,10,Rep26
2760,607,Support,99,447.6,39881.16,2022-07-21,processing,10,Rep42
2761,859,Consulting,96,582.37,47521.39,2022-10-12,processing,15,Rep45
2762,353,Training,27,917.99,19828.58,2022-10-31,processing,20,Rep7
2763,143,Maintenance,75,861.97,58182.97,2023-04-17,cancelled,10,Rep1
2764,405,Hardware,34,510.57,17359.38,2022-08-09,pending,0,Rep12
2765,424,Maintenance,50,721.42,30660.35,2023-10-20,cancelled,15,Rep6
2766,420,Training,87,35.32,2919.2,2023-09-28,cancelled,5,Rep14
2767,226,Hardware,15,42.53,637.95,2022-12-03,delivered,0,Rep11
2768,805,Hardware,4,122.45,391.84,2022-12-25,processing,20,Rep39
2769,749,Hardware,5,763.8,3628.05,2022-10-06,pending,5,Rep15
2770,279,Support,28,481.48,11459.22,2022-08-26,delivered,15,Rep43
2771,980,Maintenance,36,538.14,17435.74,2022-07-30,pending,10,Rep3
2772,559,Maintenance,34,97.72,3322.48,2023-07-31,pending,0,Rep28
2773,615,Consulting,5,83.17,332.68,2023-05-21,shipped,20,Rep6
2774,411,Software License,37,582.56,21554.72,2022-04-17,cancelled,0,Rep50
2775,49,Support,84,899.97,75597.48,2022-01-26,processing,0,Rep10
2776,576,Training,54,926.57,40027.82,2023-06-27,delivered,20,Rep3
2777,898,Hardware,78,49.16,3642.76,2022-03-16,shipped,5,Rep8
2778,265,Hardware,96,935.19,71822.59,2022-07-25,shipped,20,Rep17
2779,62,Consulting,41,205.51,8425.91,2022-06-09,delivered,0,Rep45
2780,580,Maintenance,13,490.81,6380.53,2023-05-05,cancelled,0,Rep14
2781,392,Software License,11,330.69,3637.59,2023-07-11,delivered,0,Rep45
2782,810,Training,15,211.25,3168.75,2022-03-30,processing,0,Rep38
2783,317,Software License,18,310.42,5587.56,2023-11-30,delivered,0,Rep11
2784,569,Maintenance,12,296.43,3379.3,2023-06-18,pending,5,Rep35
2785,872,Maintenance,39,323.94,12633.66,2023-04-16,delivered,0,Rep50
2786,219,Training,61,850.64,44105.68,2023-09-15,shipped,15,Rep25
2787,881,Training,25,609.14,12182.8,2022-10-29,processing,20,Rep6
2788,941,Maintenance,64,308.65,16790.56,2022-02-08,pending,15,Rep8
2789,294,Consulting,32,645.0,18576.0,2023-08-15,pending,10,Rep19
2790,78,Maintenance,31,91.58,2697.03,2022-02-19,shipped,5,Rep22
2791,421,Hardware,85,439.01,31718.47,2022-02-22,processing,15,Rep5
2792,562,Support,45,343.76,14695.74,2023-02-21,shipped,5,Rep49
2793,509,Maintenance,40,894.49,33990.62,2023-11-03,pending,5,Rep41
2794,290,Training,93,810.64,60311.62,2023-01-08,delivered,20,Rep35
2795,722,Hardware,36,525.39,16076.93,2023-09-04,shipped,15,Rep25
2796,290,Hardware,73,982.16,68112.8,2023-09-12,cancelled,5,Rep4
2797,379,Software License,76,990.5,63986.3,2022-02-01,shipped,15,Rep29
2798,962,Maintenance,52,216.13,8991.01,2022-12-23,shipped,20,Rep19
2799,873,Consulting,58,641.77,31639.26,2022-05-30,pending,15,Rep10
2800,414,Consulting,98,656.88,57936.82,2023-02-04,delivered,10,Rep2
2801,392,Software License,61,32.33,1972.13,2022-09-23,pending,0,Rep19
2802,944,Support,15,840.44,10715.61,2023-11-01,pending,15,Rep33
2803,979,Training,24,268.07,5468.63,2023-10-26,cancelled,15,Rep50
2804,898,Software License,1,968.73,823.42,2022-04-16,delivered,15,Rep35
2805,61,Maintenance,35,988.39,29404.6,2023-09-06,pending,15,Rep9
2806,145,Software License,61,413.57,20182.22,2023-07-04,processing,20,Rep47
2807,125,Support,85,169.72,13704.89,2022-04-24,processing,5,Rep36
2808,186,Consulting,72,163.47,9415.87,2022-06-01,pending,20,Rep18
2809,335,Consulting,68,200.68,10916.99,2023-04-28,cancelled,20,Rep39
2810,33,Software License,35,101.35,3192.53,2022-11-01,cancelled,10,Rep29
2811,822,Software License,30,379.3,11379.0,2023-09-12,pending,0,Rep16
2812,684,Software License,100,321.27,27307.95,2022-12-22,shipped,15,Rep10
2813,785,Maintenance,68,596.13,34456.31,2022-06-18,pending,15,Rep19
2814,655,Maintenance,86,365.79,25166.35,2022-05-01,delivered,20,Rep3
2815,778,Training,68,247.86,13483.58,2023-09-06,processing,20,Rep2
2816,25,Support,14,625.84,8323.67,2022-03-16,shipped,5,Rep20
2817,628,Support,98,134.99,13229.02,2022-03-21,cancelled,0,Rep42
2818,295,Training,72,415.89,26949.67,2022-09-26,delivered,10,Rep47
2819,132,Hardware,5,183.53,734.12,2023-10-06,cancelled,20,Rep40
2820,24,Training,29,758.45,17596.04,2022-08-17,delivered,20,Rep42
2821,992,Software License,87,995.43,69281.93,2023-12-29,delivered,20,Rep38
2822,684,Consulting,13,229.7,2538.18,2022-04-29,cancelled,15,Rep17
2823,842,Maintenance,52,600.3,28094.04,2022-09-03,pending,10,Rep22
2824,331,Support,64,786.41,40264.19,2023-07-20,cancelled,20,Rep20
2825,787,Software License,70,761.96,42669.76,2023-12-16,processing,20,Rep48
2826,855,Training,78,965.1,75277.8,2022-01-01,cancelled,0,Rep45
2827,368,Consulting,67,611.66,34834.04,2022-11-02,cancelled,15,Rep1
2828,69,Maintenance,7,394.62,2347.99,2023-01-22,delivered,15,Rep16
2829,464,Support,48,449.61,21581.28,2022-08-28,pending,0,Rep26
2830,148,Training,54,102.3,4695.57,2022-11-22,processing,15,Rep43
2831,71,Support,76,899.93,64974.95,2023-07-28,pending,5,Rep23
2832,651,Software License,66,287.55,16131.55,2022-08-14,delivered,15,Rep40
2833,165,Maintenance,79,850.39,60462.73,2023-09-21,shipped,10,Rep20
2834,793,Training,24,329.88,6333.7,2023-04-16,pending,20,Rep19
2835,189,Consulting,96,149.43,13628.02,2023-11-23,shipped,5,Rep14
2836,525,Software License,99,41.59,3499.8,2022-11-05,pending,15,Rep46
2837,316,Software License,93,337.68,26693.6,2022-05-10,processing,15,Rep39
2838,336,Hardware,44,322.17,11340.38,2022-04-21,shipped,20,Rep2
2839,179,Training,73,810.9,56235.91,2023-01-29,pending,5,Rep18
2840,378,Training,8,246.77,1875.45,2022-06-18,processing,5,Rep43
2841,636,Support,87,603.79,49903.24,2022-05-28,shipped,5,Rep15
2842,330,Maintenance,69,922.41,50917.03,2022-03-26,processing,20,Rep25
2843,48,Support,3,912.53,2190.07,2022-08-20,processing,20,Rep28
2844,189,Maintenance,80,604.09,45910.84,2023-02-06,delivered,5,Rep7
2845,303,Consulting,77,147.45,11353.65,2023-05-13,processing,0,Rep20
2846,418,Training,70,928.34,64983.8,2022-03-31,processing,0,Rep23
2847,247,Hardware,23,900.85,16575.64,2023-12-02,delivered,20,Rep14
2848,880,Software License,51,229.08,10514.77,2023-05-02,processing,10,Rep49
2849,995,Consulting,16,840.61,12777.27,2022-02-03,cancelled,5,Rep33
2850,310,Hardware,100,938.24,93824.0,2022-02-16,shipped,0,Rep12
2851,47,Training,13,674.71,8771.23,2022-06-04,pending,0,Rep37
2852,659,Consulting,28,379.94,9042.57,2022-09-03,processing,15,Rep39
2853,87,Hardware,8,12.04,91.5,2023-05-14,pending,5,Rep46
2854,664,Support,56,108.46,5770.07,2023-08-19,processing,5,Rep22
2855,733,Maintenance,87,287.97,25053.39,2023-01-21,delivered,0,Rep33
2856,363,Hardware,40,12.43,397.76,2023-01-13,delivered,20,Rep40
2857,233,Software License,37,795.98,27978.7,2022-05-27,shipped,5,Rep9
2858,85,Training,84,631.25,42420.0,2022-08-28,delivered,20,Rep50
2859,292,Support,49,296.73,13812.78,2022-03-19,shipped,5,Rep29
2860,802,Maintenance,16,618.79,9405.61,2022-01-14,shipped,5,Rep44
2861,717,Software License,11,673.38,6296.1,2023-09-22,delivered,15,Rep27
2862,439,Support,8,351.15,2387.82,2023-12-30,delivered,15,Rep5
2863,28,Hardware,21,558.24,9964.58,2022-05-09,shipped,15,Rep36
2864,417,Maintenance,10,799.18,7991.8,2022-02-26,cancelled,0,Rep10
2865,252,Software License,87,122.74,8542.7,2022-05-16,delivered,20,Rep44
2866,25,Training,81,827.65,63687.67,2023-03-29,delivered,5,Rep22
2867,139,Consulting,26,687.12,14292.1,2022-09-09,pending,20,Rep23
2868,160,Software License,18,384.77,6233.27,2023-08-23,cancelled,10,Rep42
2869,377,Training,29,912.5,26462.5,2023-06-09,pending,0,Rep19
2870,621,Support,25,31.36,744.8,2022-06-05,pending,5,Rep30
2871,792,Consulting,73,754.82,52346.77,2022-12-11,cancelled,5,Rep16
2872,715,Software License,27,151.77,3688.01,2023-12-21,delivered,10,Rep39
2873,642,Hardware,49,386.19,17977.14,2023-11-06,processing,5,Rep31
2874,731,Support,14,495.98,6596.53,2023-07-03,cancelled,5,Rep44
2875,423,Support,73,80.86,5607.64,2023-05-24,shipped,5,Rep34
2876,43,Software License,13,781.15,8631.71,2022-05-23,pending,15,Rep23
2877,718,Training,51,299.91,13001.1,2022-06-17,delivered,15,Rep15
2878,66,Consulting,63,191.25,10843.88,2023-01-13,shipped,10,Rep23
2879,986,Consulting,63,950.68,50908.91,2022-08-14,shipped,15,Rep21
2880,629,Training,53,267.58,11345.39,2023-01-31,delivered,20,Rep19
2881,437,Consulting,22,285.9,5660.82,2023-08-26,cancelled,10,Rep46
2882,851,Software License,3,313.76,847.15,2023-01-12,processing,10,Rep1
2883,593,Consulting,73,424.62,24797.81,2023-02-28,delivered,20,Rep22
2884,147,Maintenance,7,867.7,5162.82,2022-04-23,processing,15,Rep27
2885,505,Consulting,77,945.21,72781.17,2023-12-30,shipped,0,Rep40
2886,599,Consulting,33,687.97,21567.86,2023-03-28,shipped,5,Rep5
2887,590,Software License,39,442.72,17266.08,2022-05-15,shipped,0,Rep12
2888,807,Consulting,38,894.05,27179.12,2022-05-31,delivered,20,Rep45
2889,685,Maintenance,90,16.19,1238.54,2023-12-18,shipped,15,Rep47
2890,475,Consulting,48,125.06,5402.59,2023-08-04,cancelled,10,Rep45
2891,54,Training,4,211.58,677.06,2023-11-03,cancelled,20,Rep9
2892,300,Training,72,683.83,46773.97,2022-04-06,processing,5,Rep13
2893,661,Maintenance,20,696.48,12536.64,2023-04-01,cancelled,10,Rep21
2894,735,Training,63,406.2,25590.6,2022-03-07,delivered,0,Rep26
2895,417,Maintenance,29,674.19,16618.78,2022-07-21,cancelled,15,Rep13
2896,116,Software License,18,884.45,15920.1,2022-01-05,processing,0,Rep4
2897,531,Support,65,918.92,50770.33,2023-11-24,processing,15,Rep17
2898,209,Consulting,97,220.39,17102.26,2023-07-11,delivered,20,Rep25
2899,970,Hardware,22,939.12,16528.51,2022-01-24,cancelled,20,Rep26
2900,742,Maintenance,82,94.94,6617.32,2023-05-26,processing,15,Rep1
2901,656,Maintenance,33,610.52,17125.09,2022-12-10,shipped,15,Rep39
2902,25,Hardware,48,918.05,35253.12,2022-05-17,shipped,20,Rep46
2903,117,Consulting,19,268.94,5109.86,2022-02-23,shipped,0,Rep37
2904,384,Software License,84,969.43,81432.12,2022-08-09,pending,0,Rep7
2905,299,Training,15,480.44,7206.6,2022-12-06,cancelled,0,Rep35
2906,222,Hardware,94,514.48,43525.01,2022-02-19,pending,10,Rep17
2907,70,Software License,37,70.82,2620.34,2023-10-16,processing,0,Rep23
2908,395,Hardware,44,85.09,3369.56,2023-02-20,processing,10,Rep13
